word,frequency
AI,18
開発,12
言語,7
AWS,5
した,5
Engine,5
さくらの,4
運用,3
Code,3
Similarity,3
アプリ,3
CLI,3
個人,3
メモ,3
API,3
してきた,3
という,3
理由,3
生成,3
日本,2
プログラミング,2
Mind,2
UTF,2
変換,2
基盤,2
より,2
検索,2
Genie,2
Databricks,2
++,2
目指,2
しい,2
って,2
Microsoft,2
グループ,2
LLM,2
してみる,2
Claude,2
った,2
Managed,2
での,2
確認,2
しました,2
for,2
して,2
出力,2
コーディングエージェント,2
エージェント,2
——,2
活用,2
操作,2
RTX,2
UI,2
しようと,2
入門,2
共有,2
んだ,2
成功,2
必要,2
ってみた,2
ツール,2
バイブコーディング,2
Agents,2
小技,1
SJIS,1
」～,1
読書,1
感想,1
設計,1
教科,1
サポートデスク・,1
DevOpsAgent,1
高速,1
!!,1
managedKB,1
類似,1
障害,1
セッション,1
Cookie,1
みを,1
丁寧,1
解説,1
ログイン,1
状態,1
はどうやって,1
えて,1
いるのか,1
Delta,1
Lake,1
でわざと,1
事故,1
こして,1
タイムトラベル,1
Numpy,1
rfft,1
実数,1
フーリエ,1
計算,1
所有,1
取得,1
