word,frequency
AI,20
った,8
——,5
方法,5
アプリ,5
公開,5
した,4
設計,4
機能,3
LLM,3
コスト,3
つの,3
会議,3
分析,3
検証,3
AWS,3
ってみた,3
git,3
Claude,3
Code,3
リリース,3
実装,3
時代,3
して,3
IT,3
だけ,3
コード,3
追加,2
べてみた,2
するのか,2
原因,2
Windows,2
単体,2
せず,2
ツール,2
Unity,2
エディタ,2
導入,2
worktree,2
開発,2
Astro,2
小説,2
侵入,2
React,2
GitHub,2
さくらの,2
Engine,2
Laravel,2
Python,2
エージェント,2
自己,2
管理,2
なんとなく,2
Web,2
いた,2
prefill,2
高精,2
DynamoDB,2
への,2
理由,2
本当,2
実現,2
自動,2
運用,2
対応,2
経済,2
ライブラリ,2
設定,2
日本,2
Mind,2
Orca,1
された,1
プラグイン,1
マーケットプレイス,1
DVB,1
GPP,1
星回,1
線設,1
思想,1
がこんなに,1
繁殖,1
えて,1
させたら,1
発言,1
性分,1
万件,1
承認,1
したら,1
見逃,1
倍違,1
ないものほど,1
ちゃんと,1
められている,1
全滅,1
えた,1
障害,1
再発,1
症状,1
れていた,1
での,1
