word,frequency
Code,17
Claude,16
開発,16
AI,13
AWS,9
個人,8
API,8
設計,8
してみた,7
った,7
比較,5
環境,5
実装,5
Agent,5
整理,4
Gemini,4
ローカル,4
って,4
エンジニア,4
ってみた,4
Lambda,4
運用,4
Flex,4
MCP,4
構成,4
した,4
自分,3
Web,3
全部,3
アプリ,3
OpenAI,3
gpt,3
realtime,3
完全,3
ガイド,3
れた,3
して,3
つの,3
まとめ,3
Skills,3
チーム,3
とは,3
設定,3
変数,3
方法,3
より,3
日本,3
実践,3
ブラウザ,3
カメラ,3
自動,3
える,2
文字,2
翻訳,2
OCI,2
テーブル,2
作成,2
実現,2
Codex,2
動画,2
技術,2
Java,2
ハマ,2
変更,2
入門,2
RubyKaigi,2
初参,2
という,2
OSS,2
投稿,2
わる,2
Functions,2
for,2
コード,2
Cloud,2
における,2
セキュリティ,2
逆算,2
時代,2
構築,2
メモ,2
VM,2
Standard,2
理由,2
手順,2
GitHub,2
Actions,2
Docker,2
LocalStack,2
基本,2
管理,2
ルーティング,2
として,2
ライブラリ,2
Hono,2
React,2
Amazon,2
UI,2
ファイル,2
理解,2
