word,frequency
AI,20
API,7
AWS,6
さくらの,6
した,4
った,4
してみた,4
Engine,4
開発,4
プログラミング,4
言語,4
設計,4
エンジニア,4
して,3
環境,3
作成,3
機能,3
リクエスト,3
Web,3
to,3
日本,3
Mind,3
Rails,2
のための,2
SES,2
備忘,2
無料,2
自動,2
調査,2
開始,2
時間,2
導入,2
DynamoDB,2
メモ,2
更新,2
生成,2
GitHub,2
つの,2
React,2
REST,2
自分,2
Bedrock,2
実装,2
システム,2
させる,2
人間,2
理由,2
Docker,2
なぜ,2
延長,2
方法,2
小説,2
理解,2
にそのまま,2
自宅,2
Fat,1
Controller,1
解消,1
Service,1
クラス,1
えた,1
起業,1
かった,1
現場,1
評価,1
意識,1
両立,1
会社,1
二十年,1
番号,1
していた,1
──,1
コメント,1
わって,1
のうちに,1
実証,1
VLC,1
media,1
player,1
Apple,1
Silicon,1
Mac,1
快適,1
Blu,1
ray,1
再生,1
タダ,1
構築,1
体調,1
だけ,1
ていても,1
りなかった,1
HTML,1
PowerShell,1
元気,1
すぎる,1
検知,1
セルフモニタリングアプリ,1
Organizations,1
個人,1
