word,frequency
AI,15
さくらの,7
Engine,6
開発,5
Claude,4
設計,3
障害,3
してみた,3
解説,3
入門,3
個人,3
Code,3
既存,2
(),2
って,2
git,2
worktree,2
アプリ,2
ローカル,2
LLM,2
確認,2
攻撃,2
Kimi,2
セキュリティ,2
時間,2
ログ,2
初心,2
プラン,2
ドキュメント,2
構音,2
音声,2
Pro,2
構築,2
しない,2
ERC,2
――,2
れた,2
エンジニア,2
拡張,2
機能,2
利用,2
コード,2
検証,2
SQL,2
ハマ,2
」「,2
DDD,2
Raspberry,2
Pi,2
テスト,2
モデル,2
比較,2
経済,2
Python,2
ってみた,2
会話,2
CSS,1
Tailwind,1
段階,1
して,1
かった,1
、@,1
theme,1
var,1
あんねん,1
コーディングエージェント,1
並列,1
実行,1
環境,1
Java,1
アプリケーション,1
HTTPS,1
通信,1
URL,1
Header,1
Body,1
解析,1
するには,1
jSSLKeyLog,1
Jar,1
める,1
れないので,1
てる,1
ことにした,1
AgentCore,1
ハーネス,1
プロンプトキャッシュ,1
かなくなくなくない,1
長所,1
短所,1
裏一,1
生存,1
させたら,1
はその,1
んだ,1
PromptPot,1
あと,1
コスト,1
激変,1
公開,1
