word,frequency
AI,17
開発,10
設計,6
える,5
ってみた,5
システム,5
Code,5
してみた,5
した,5
AWS,5
Python,4
整理,4
Claude,4
環境,4
さくらの,4
Engine,4
チーム,4
エンジニア,4
CLI,3
基礎,3
視点,3
Docker,3
構築,3
起動,3
Windows,3
自分,3
時間,3
Spring,3
った,3
——,3
でも,2
つの,2
個人,2
FastAPI,2
Web,2
API,2
日本,2
入門,2
Kotlin,2
ではなく,2
動経,2
済学,2
MCP,2
エージェント,2
──,2
運用,2
める,2
ビルド,2
TODO,2
管理,2
正解,2
Azure,2
IBM,2
資料,2
評価,2
最適,2
検証,2
Boot,2
テスト,2
言語,2
ミス,2
全体,2
基本,2
未経,2
週間,2
モデル,2
してみる,2
解剖,2
って,2
Markdown,2
Bedrock,2
Cloud,2
Core,2
PHP,2
技術,2
KB,2
だけで,2
なぜ,2
うのか,2
比較,2
for,2
取得,2
LLM,2
東京,2
クラウドインフラ,2
苦手,1
Antigravity,1
GUI,1
フロントエンド,1
agent,1
deck,1
もう,1
れた,1
がいい,1
我慢,1
えなくなる,1
撤退,1
サイン,1
App,1
Store,1
