word,frequency
AI,19
した,6
Code,6
エージェント,6
設計,5
日本,5
Claude,5
してみた,5
アプリ,5
エンジニア,4
機能,4
設定,4
複数,3
える,3
だけ,3
だった,3
データ,3
活用,3
Grok,3
Bot,3
API,3
った,3
したら,3
AWS,3
開発,3
める,2
本番,2
エラー,2
js,2
とは,2
導入,2
IT,2
セキュリティ,2
自分,2
and,2
MCP,2
Windows,2
備忘,2
Step,2
べて,2
macOS,2
つの,2
による,2
べる,2
感情,2
検証,2
さくらの,2
Engine,2
自作,2
サーバー,2
構築,2
LLM,2
Review,2
駆動,2
なぜ,2
ツール,2
IBM,2
Bob,2
動画,2
実現,2
React,2
資産,2
参照,2
Vue,2
スロット,2
って,2
チャット,2
名前,2
GenU,2
閉域,2
モード,2
深掘,2
りする,2
ファイル,2
拡張,2
音声,2
CLAUDE,2
md,2
Kiro,2
実際,2
NET,2
VPC,1
への,1
DNS,1
++],1
std,1
::,1
tuple,1
直積,1
ローカル,1
では,1
くのに,1
原因,1
Node,1
ESM,1
import,1
Microsoft,1
Fabric,1
Capacity,1
電力,1
