word,frequency
AI,20
した,10
──,7
Google,6
える,6
ChatGPT,5
エージェント,5
ってみた,4
った,4
してみた,4
Claude,4
作成,4
開発,4
コスト,3
AWS,3
でも,3
クラウド,3
Agent,3
方法,3
API,3
検証,3
データ,3
エンジニア,3
Code,3
ゲーム,3
って,3
MCP,3
情報,3
本当,3
必要,3
Copilot,3
Studio,3
環境,3
問題,3
システム,3
整理,3
ナレッジ,2
時間,2
もっと,2
ではない,2
GPT,2
わった,2
での,2
VPC,2
Azure,2
きのこ,2
カンファレンス,2
参加,2
レポート,2
Python,2
監視,2
URL,2
js,2
Gemini,2
検索,2
評価,2
経済,2
入門,2
LLM,2
機能,2
未来,2
現場,2
保存,2
運用,2
手放,2
最近,2
Godot,2
実装,2
専門,2
たちと,2
理由,2
とその,2
Sheets,2
みを,2
公開,2
設計,2
とは,2
Oracle,2
Cloud,2
比較,2
して,2
周期,2
スキル,2
ツール,2
Slack,2
いで,2
相談,2
ルーレット,2
画像,2
生成,2
GitHub,2
勝手,2
Windows,2
文字,2
安全,2
実現,2
壁打,2
なのか,2
新人,2
育成,2
