word,frequency
AI,26
Claude,13
Code,11
った,9
開発,8
AWS,8
Codex,6
した,6
CLI,5
してみた,5
環境,4
個人,4
MCP,4
して,4
生成,4
アプリ,4
だけ,3
ゲーム,3
言語,3
設計,3
ける,3
える,3
エージェント,3
ごとに,3
日本,3
Cloud,3
無料,3
比較,3
データ,3
トークン,3
変数,3
簡単,3
自作,3
PC,3
CSS,3
システム,2
だけで,2
ファイル,2
ブラウザ,2
計算,2
Web,2
PostgreSQL,2
パターン,2
入門,2
SQL,2
設定,2
ON,2
新人,2
制御,2
Amazon,2
Bedrock,2
された,2
全部,2
DB,2
GCP,2
リージョン,2
対応,2
しました,2
検索,2
してみる,2
構築,2
いた,2
時間,2
マウス,2
Copilot,2
れる,2
Agent,2
Axmol,2
Engine,2
使用,2
解説,2
かれる,2
コスト,2
原因,2
だった,2
とは,2
のための,2
技術,2
IBM,2
Bob,2
かす,2
Oracle,2
サーバー,2
ツール,2
サービス,2
完結,2
iPhone,2
手順,2
自動,2
英語,2
基礎,2
えなかった,2
ごと,2
理解,2
方法,2
key,2
LLM,2
うちの,2
をやめて,2
作業,2
