word,frequency
AI,14
した,9
設計,6
API,6
開発,5
AWS,5
システム,5
入門,5
実装,5
テスト,4
ファイル,4
比較,4
してみた,4
Python,4
Claude,4
SQL,4
LLM,4
Flash,4
Code,3
個人,3
環境,3
チーム,3
Bedrock,3
なぜ,3
モデル,3
——,3
Markdown,3
for,3
データ,3
新卒,3
自動,3
CLI,3
記録,3
だった,3
Gemini,3
Web,3
最初,3
Snowflake,3
IETF,3
Spring,2
Windows,2
Azure,2
全部,2
PHP,2
技術,2
KB,2
だけで,2
自分,2
った,2
視点,2
動経,2
済学,2
SaaS,2
でも,2
える,2
ってみた,2
TypeScript,2
IBM,2
Cloud,2
って,2
エンジニア,2
取得,2
Rust,2
れる,2
Linux,2
理由,2
参加,2
Excel,2
動画,2
音声,2
公開,2
理解,2
自作,2
完全,2
ガイド,2
暗号,2
変換,2
Codex,2
ゲーム,2
SLF,2
解決,2
経路,2
翻訳,2
ローカル,2
SAP,2
チャレンジ,2
んだ,2
RAG,2
さくらの,2
かめてみた,2
しやすい,2
日刊,2
Part,2
VS,1
Boot,1
アプリ,1
起動,1
文字,1
けを,1
修正,1
