word,frequency
AI,19
Claude,14
Code,14
AWS,8
開発,8
つの,7
してみた,7
入門,7
アプリ,7
API,6
ローカル,6
った,6
方法,5
エンジニア,5
しました,5
える,5
って,5
自動,4
LLM,4
ってみた,4
公開,4
完全,4
サーバー,3
Lambda,3
操作,3
ハンズオン,3
Amazon,3
時代,3
Google,3
Java,3
勉強,3
経済,3
日本,3
技術,3
まとめ,3
——,3
Codex,3
Server,3
Android,3
設計,3
解決,3
機能,3
Kiro,3
為替,2
取得,2
MCP,2
言語,2
成長,2
Platform,2
利用,2
Bedrock,2
体験,2
なぜ,2
公式,2
して,2
Python,2
とは,2
なのか,2
マクロ,2
整理,2
べてみた,2
プロパティ,2
最初,2
あい,2
ぶことば,2
プログラミング,2
Mind,2
定番,2
アルゴリズム,2
営業,2
App,2
かしてみた,2
GB,2
管理,2
環境,2
実装,2
実例,2
にした,2
IBM,2
CloudWatch,2
請求,2
になった,2
設定,2
Azure,2
Functions,2
プラン,2
ガイド,2
React,2
追加,2
わない,2
Skills,2
コーディング,2
Edge,2
制御,2
禁止,2
検定,2
MT,2
ろう,2
よく,2
全部,2
