word,frequency
AI,9
Claude,8
Code,7
える,5
した,5
自動,5
GitHub,4
アプリ,4
エンジニア,4
エージェント,4
環境,4
とは,3
してみた,3
──,3
開発,3
React,3
技術,3
作業,3
方法,3
Microsoft,3
Windows,3
ローカル,3
整理,3
実践,3
爆速,3
って,3
Salesforce,3
実行,3
CLI,3
公開,3
`__,2
-`,2
名前,2
Copilot,2
Agent,2
Obsidian,2
入門,2
ADB,2
最短,2
PostgreSQL,2
つの,2
データ,2
フロー,2
個人,2
品質,2
とか,2
Next,2
js,2
にする,2
うための,2
基盤,2
アーキテクチャ,2
まとめ,2
テンプレート,2
Work,2
Review,2
トレンド,2
作成,2
かす,2
図解,2
保存,2
理解,2
しよう,2
！！,2
AWS,2
システム,2
構築,2
設計,2
手順,2
CodeRabbit,2
視点,2
して,2
検証,2
SQL,2
DB,2
フェーズ,2
Codex,2
Open,2
未経,2
Gemini,2
より,2
Rust,2
Hello,2
MCP,2
Agentforce,2
設定,2
初心,2
——,2
統計,2
抽出,2
md,2
日刊,2
IETF,2
Astro,1
Cloudflare,1
Pages,1
microCMS,1
静的,1
サイト,1
構成,1
